hospital_id,state,district,city,hospital_name,latitude,longitude,total_beds,occupied_beds,available_beds,icu_beds,available_icu_beds,emergency_beds,available_emergency_beds,emergency_24x7,accepts_referral,ambulance,oxygen_support,ventilator,blood_bank,cardiology,neurology,nephrology,pulmonology,orthopedics,general_medicine,general_surgery,trauma_unit,burn_unit,ct_scan,mri,xray,ultrasound,ecg,dialysis,blood_test,cbc,troponin_test,dengue_ns1_test,malaria_test,blood_glucose_test,hba1c_test,kidney_function_test,pulmonary_function_test,blood_culture,lactate_test,stool_test
GH00385,Maharashtra,Nashik,Nashik,Civil Nashik District Hospital,20.029777,73.830813,331,233,98,35,14,33,14,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00386,Punjab,Bathinda,Bathinda,State Bathinda General Hospital,30.160697,74.992256,874,738,136,63,29,95,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
GH00387,Gujarat,Gandhinagar,Gandhinagar,Integrated Gandhinagar General Hospital,23.276041,72.572905,686,463,223,66,28,53,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No
GH00388,Bihar,Gaya,Gaya,District Gaya General Hospital,24.760572,85.070374,277,180,97,40,14,16,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
GH00389,Punjab,Bathinda,Bathinda,Civil Bathinda Medical College Hospital,30.202663,74.914983,942,792,150,61,15,68,30,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00390,Punjab,Amritsar,Amritsar,Regional Amritsar General Hospital,31.644311,74.944668,665,498,167,90,12,54,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
GH00391,Bihar,Munger,Munger,District Munger General Hospital,25.338485,86.432621,253,163,90,26,4,26,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes
GH00392,Punjab,Jalandhar,Jalandhar,District Jalandhar District Hospital,31.318617,75.591395,988,768,220,136,16,67,3,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00393,Rajasthan,Ajmer,Ajmer,Civil Ajmer Hospital,26.391984,74.667643,276,208,68,24,3,25,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00394,Gujarat,Ahmedabad,Ahmedabad,Civil Ahmedabad District Hospital,23.008647,72.503029,807,524,283,44,7,92,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No
GH00395,Bihar,Darbhanga,Darbhanga,State Darbhanga District Hospital,26.175804,85.882659,387,318,69,52,5,22,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes
GH00396,Delhi,South Delhi,South Delhi,Integrated South Delhi General Hospital,28.473648,77.316308,892,868,24,73,11,82,36,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
GH00397,Uttar Pradesh,Gorakhpur,Gorakhpur,Government Gorakhpur General Hospital,26.799129,83.389435,858,677,181,108,31,92,14,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
GH00398,Delhi,New Delhi,New Delhi,State New Delhi General Hospital,28.687291,77.156583,238,218,20,32,16,14,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
GH00399,Bihar,Muzaffarpur,Muzaffarpur,District Muzaffarpur General Hospital,26.166617,85.335025,151,121,30,18,5,11,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00400,Karnataka,Hubballi,Hubballi,Integrated Hubballi Hospital,15.419242,75.052023,797,413,384,59,15,72,25,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
GH00401,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Regional Tiruchirappalli District Hospital,10.829498,78.709189,452,267,185,60,22,46,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
GH00402,Punjab,Patiala,Patiala,District Patiala General Hospital,30.267649,76.448745,150,95,55,20,7,16,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00403,Uttar Pradesh,Prayagraj,Prayagraj,Integrated Prayagraj General Hospital,25.514218,81.890747,625,322,303,85,0,31,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
GH00404,Delhi,West Delhi,West Delhi,District West Delhi Medical College Hospital,28.593178,77.048968,358,334,24,46,14,35,10,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
GH00405,Gujarat,Rajkot,Rajkot,State Rajkot General Hospital,22.226487,70.816867,358,234,124,34,1,38,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
GH00406,Rajasthan,Jaipur,Jaipur,District Jaipur District Hospital,26.917361,75.816574,674,668,6,73,19,47,21,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
GH00407,Tamil Nadu,Chennai,Chennai,State Chennai District Hospital,13.036064,80.31311,755,543,212,102,35,72,17,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes
GH00408,Uttar Pradesh,Varanasi,Varanasi,Regional Varanasi Medical College Hospital,25.259261,82.918808,158,155,3,14,2,15,8,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
GH00409,Tamil Nadu,Madurai,Madurai,State Madurai General Hospital,9.956143,78.186527,514,455,59,63,20,38,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
GH00410,Karnataka,Hubballi,Hubballi,Integrated Hubballi District Hospital,15.324032,75.160612,619,462,157,83,0,68,23,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
GH00411,Maharashtra,Mumbai,Mumbai,Civil Mumbai Medical College Hospital,19.021318,72.824518,858,561,297,105,18,88,33,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
GH00412,West Bengal,Kolkata,Kolkata,Government Kolkata District Hospital,22.585835,88.361972,328,242,86,30,5,24,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
GH00413,Maharashtra,Nashik,Nashik,District Nashik General Hospital,19.946065,73.769984,154,151,3,16,7,12,5,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00414,Karnataka,Bengaluru,Bengaluru,Integrated Bengaluru General Hospital,12.900052,77.645334,642,473,169,58,2,70,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00415,Uttar Pradesh,Meerut,Meerut,Civil Meerut General Hospital,28.952595,77.73146,246,163,83,33,12,25,6,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00416,West Bengal,Howrah,Howrah,State Howrah Hospital,22.640438,88.238017,104,80,24,8,3,10,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00417,Tamil Nadu,Chennai,Chennai,Government Chennai General Hospital,13.081708,80.33054,748,593,155,67,4,57,28,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00418,Karnataka,Mysuru,Mysuru,Integrated Mysuru District Hospital,12.298912,76.660519,114,114,0,9,1,10,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
GH00419,Bihar,Muzaffarpur,Muzaffarpur,Government Muzaffarpur District Hospital,26.094489,85.470712,419,242,177,25,5,38,14,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
GH00420,Punjab,Hoshiarpur,Hoshiarpur,District Hoshiarpur District Hospital,31.438245,75.976891,397,314,83,48,5,34,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
GH00421,Delhi,South Delhi,South Delhi,Civil South Delhi District Hospital,28.548639,77.4497,868,530,338,57,0,99,25,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No
GH00422,Bihar,Muzaffarpur,Muzaffarpur,Government Muzaffarpur Medical College Hospital,26.104874,85.470815,316,163,153,34,12,18,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
GH00423,Gujarat,Vadodara,Vadodara,Regional Vadodara Hospital,22.304639,73.213498,708,378,330,82,0,76,35,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
GH00424,Punjab,Amritsar,Amritsar,Civil Amritsar General Hospital,31.623832,74.885387,226,183,43,17,7,14,7,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
GH00425,Maharashtra,Nashik,Nashik,Integrated Nashik Hospital,19.935464,73.826078,778,655,123,59,11,77,13,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00426,Punjab,Jalandhar,Jalandhar,Integrated Jalandhar Hospital,31.363475,75.617397,389,223,166,49,10,24,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
GH00427,Maharashtra,Thane,Thane,Government Thane District Hospital,19.238793,73.032554,820,619,201,65,31,72,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
GH00428,Tamil Nadu,Madurai,Madurai,Government Madurai Hospital,9.956182,78.195816,113,98,15,6,3,12,1,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No
GH00429,Tamil Nadu,Coimbatore,Coimbatore,District Coimbatore Hospital,11.090206,77.013763,840,790,50,50,17,79,11,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
GH00430,Maharashtra,Nagpur,Nagpur,Civil Nagpur Hospital,21.080655,79.090888,202,123,79,27,1,14,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00431,Gujarat,Ahmedabad,Ahmedabad,District Ahmedabad Hospital,22.971731,72.541199,109,108,1,6,2,10,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
GH00432,Rajasthan,Udaipur,Udaipur,Integrated Udaipur Hospital,24.566431,73.689487,481,448,33,40,17,37,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00433,Maharashtra,Nashik,Nashik,Integrated Nashik General Hospital,19.954482,73.852039,919,674,245,105,2,56,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No
GH00434,Bihar,Gaya,Gaya,District Gaya General Hospital,24.821799,85.059361,704,599,105,91,3,56,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
GH00435,Gujarat,Vadodara,Vadodara,Regional Vadodara Hospital,22.294509,73.234455,983,841,142,135,52,82,10,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
GH00436,Punjab,Amritsar,Amritsar,Civil Amritsar Hospital,31.712641,74.877292,164,115,49,18,9,16,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
GH00437,Rajasthan,Bikaner,Bikaner,Regional Bikaner Medical College Hospital,28.017619,73.380355,785,565,220,79,1,44,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes
GH00438,Uttar Pradesh,Gorakhpur,Gorakhpur,State Gorakhpur General Hospital,26.769071,83.430698,252,233,19,33,16,12,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
GH00439,Karnataka,Hubballi,Hubballi,Civil Hubballi Medical College Hospital,15.439686,75.151544,176,150,26,14,2,20,10,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00440,Karnataka,Mysuru,Mysuru,Regional Mysuru General Hospital,12.283482,76.648575,512,376,136,29,1,54,13,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
GH00441,Punjab,Hoshiarpur,Hoshiarpur,Civil Hoshiarpur General Hospital,31.516338,75.907604,423,241,182,62,30,24,6,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
GH00442,Bihar,Patna,Patna,District Patna District Hospital,25.518254,85.071998,620,597,23,43,1,50,15,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
GH00443,West Bengal,Kolkata,Kolkata,Government Kolkata General Hospital,22.611266,88.363805,439,362,77,55,9,36,7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No
GH00444,Tamil Nadu,Chennai,Chennai,District Chennai Medical College Hospital,13.128952,80.306541,102,72,30,8,2,10,3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00445,Punjab,Mohali,Mohali,Government Mohali General Hospital,30.751095,76.716318,243,226,17,29,2,13,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
GH00446,Uttar Pradesh,Kanpur,Kanpur,Civil Kanpur Medical College Hospital,26.506242,80.406281,568,381,187,69,29,58,28,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00447,Rajasthan,Jaipur,Jaipur,Civil Jaipur General Hospital,26.910874,75.719159,774,688,86,112,48,90,45,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
GH00448,Karnataka,Bengaluru,Bengaluru,Regional Bengaluru General Hospital,13.031742,77.598486,958,778,180,94,15,100,39,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
GH00449,Rajasthan,Jodhpur,Jodhpur,Integrated Jodhpur Medical College Hospital,26.19164,73.053554,206,152,54,23,3,23,4,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No
GH00450,Gujarat,Rajkot,Rajkot,Regional Rajkot Medical College Hospital,22.295393,70.7499,380,291,89,55,19,31,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
GH00451,Delhi,East Delhi,East Delhi,Regional East Delhi District Hospital,28.707631,77.317842,963,840,123,100,30,96,13,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00452,Uttar Pradesh,Agra,Agra,Government Agra District Hospital,27.231535,77.969461,803,577,226,114,49,95,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
GH00453,Delhi,West Delhi,West Delhi,Regional West Delhi District Hospital,28.612394,77.160704,827,472,355,104,17,69,9,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00454,Karnataka,Mangaluru,Mangaluru,Civil Mangaluru Hospital,12.845879,74.806351,635,371,264,33,13,34,16,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00455,Uttar Pradesh,Prayagraj,Prayagraj,Government Prayagraj District Hospital,25.379175,81.867484,799,527,272,51,25,78,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No
GH00456,Uttar Pradesh,Lucknow,Lucknow,State Lucknow General Hospital,26.814173,80.956243,204,180,24,27,3,18,6,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00457,Karnataka,Hubballi,Hubballi,Government Hubballi District Hospital,15.335145,75.053688,809,744,65,44,10,62,11,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00458,Karnataka,Bengaluru,Bengaluru,District Bengaluru District Hospital,13.030865,77.541869,307,266,41,40,0,30,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
GH00459,Rajasthan,Ajmer,Ajmer,Integrated Ajmer Medical College Hospital,26.485739,74.650303,894,818,76,130,28,72,32,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00460,Delhi,North Delhi,North Delhi,Integrated North Delhi Hospital,28.639727,77.038749,486,253,233,45,6,33,12,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
GH00461,Rajasthan,Udaipur,Udaipur,District Udaipur District Hospital,24.574458,73.765032,577,367,210,31,6,52,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No
